words;T1;T2;T3;T4;T5;T6;T7
huddl;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
today;2,27E-05;2,44E-05;7,83E-05;7,94E-06;3,37E-05;1,33E-05;1,23E-05
lotus;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
tepet;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
gulio;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
bilat;8,20E-05;0,000142863;6,02E-06;7,94E-06;3,37E-05;0,000217436;4,10E-06
typic;0,000632995;0,000149832;0,000222889;0,000447334;3,37E-05;3,99E-05;0,000118987
llcbl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
unseg;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
polit;0,000716697;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pubic;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
oscil;5,23E-06;1,05E-05;6,02E-06;0,000177345;3,37E-05;4,44E-06;4,10E-06
skier;1,74E-06;3,48E-06;6,02E-06;4,50E-05;3,37E-05;4,44E-06;4,10E-06
adren;5,23E-06;3,14E-05;6,02E-06;2,65E-06;3,37E-05;5,77E-05;2,05E-05
ipfix;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pimax;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
proco;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;5,77E-05;4,10E-06
pahat;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
fauna;1,74E-06;3,48E-06;7,83E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
snowi;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
lvotg;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
brook;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
ecsel;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
hundr;0,000144734;0,00016377;1,81E-05;2,91E-05;3,37E-05;2,22E-05;6,15E-05
droop;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
equit;1,92E-05;1,74E-05;1,81E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
maldi;1,74E-06;1,05E-05;1,81E-05;2,65E-06;3,37E-05;3,99E-05;4,10E-06
cradl;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
empir;0,000472567;1,05E-05;6,02E-06;0,000383807;3,37E-05;4,44E-06;4,10E-06
pieti;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
needi;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
boerl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
ncvar;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
algaa;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
insur;1,57E-05;0,00010105;6,02E-06;1,32E-05;3,37E-05;4,44E-06;4,10E-06
wheal;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
subba;1,74E-06;3,48E-06;6,02E-06;5,56E-05;3,37E-05;4,44E-06;4,10E-06
acvrl;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
bader;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
xmgfe;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
nesyt;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
extol;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
float;1,74E-06;3,48E-06;5,42E-05;0,000166758;3,37E-05;4,44E-06;4,10E-06
royal;8,72E-06;4,53E-05;6,02E-06;1,85E-05;3,37E-05;4,44E-06;4,10E-06
equin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;2,22E-05;3,69E-05
fritz;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
aptam;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;5,77E-05;4,10E-06
expen;1,57E-05;1,74E-05;6,02E-06;4,50E-05;3,37E-05;4,44E-06;2,05E-05
pdopa;1,74E-06;3,48E-06;7,83E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
glean;1,22E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
redox;1,74E-06;3,48E-06;6,63E-05;2,65E-06;3,37E-05;0,000128686;4,10E-06
bogus;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
burma;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
anoth;0,000650433;0,000170739;6,63E-05;0,000145582;3,37E-05;8,43E-05;0,000118987
lamin;1,74E-06;3,48E-06;6,02E-06;9,26E-05;3,37E-05;4,44E-06;4,10E-06
carer;5,75E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
situt;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
treat;7,85E-05;0,001299706;0,000909628;0,000277929;3,37E-05;0,001184803;0,000906763
keton;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000199686;4,10E-06
blank;5,23E-06;3,48E-06;1,81E-05;5,56E-05;3,37E-05;4,44E-06;1,23E-05
plaqu;1,74E-06;0,00010105;6,02E-06;7,94E-06;3,37E-05;0,000678932;2,05E-05
veloc;1,74E-06;3,48E-06;6,02E-06;0,00275547;3,37E-05;1,33E-05;4,10E-06
allyl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
psych;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
tower;2,62E-05;3,48E-06;6,02E-06;0,000134994;3,37E-05;4,44E-06;4,10E-06
cesam;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
liver;1,74E-06;1,05E-05;3,01E-05;2,65E-06;3,37E-05;0,001992421;0,000521081
frack;1,74E-06;3,48E-06;9,04E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
aroma;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
lappa;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
mcrds;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
errat;1,74E-06;3,48E-06;1,81E-05;1,32E-05;3,37E-05;4,44E-06;4,10E-06
fishi;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;5,77E-05;4,10E-06
beani;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
thenc;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
bribe;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
qanat;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
smtal;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;9,32E-05;4,10E-06
vocat;5,06E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
katha;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
inten;0,000305163;0,000331024;0,000572282;0,00060615;3,37E-05;0,000226311;0,000209253
saddl;1,74E-06;3,48E-06;6,02E-06;4,50E-05;3,37E-05;4,44E-06;4,10E-06
fatal;1,74E-06;0,00010105;6,02E-06;7,94E-06;3,37E-05;2,22E-05;6,15E-05
inner;2,27E-05;3,83E-05;1,81E-05;0,00025146;3,37E-05;1,33E-05;6,98E-05
engag;0,00107243;3,48E-06;1,81E-05;2,65E-06;3,37E-05;3,11E-05;2,87E-05
canon;1,74E-06;3,48E-06;6,02E-06;1,32E-05;3,37E-05;5,77E-05;0,000168223
draft;1,57E-05;1,05E-05;1,81E-05;6,62E-05;3,37E-05;4,44E-06;2,05E-05
sapho;1,74E-06;5,23E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
tomak;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
worri;6,80E-05;7,32E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
preci;4,36E-05;8,71E-05;1,81E-05;3,97E-05;3,37E-05;8,43E-05;0,000389785
immen;5,23E-06;3,48E-06;3,01E-05;1,32E-05;3,37E-05;4,44E-06;2,05E-05
pklot;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
lobul;2,62E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
mulch;1,74E-06;3,48E-06;6,02E-06;0,000547918;3,37E-05;4,44E-06;4,10E-06
zonal;1,74E-06;3,48E-06;6,02E-06;5,03E-05;3,37E-05;1,33E-05;4,10E-06
capac;0,000270287;0,000149832;0,000837339;0,001347295;3,37E-05;0,000190811;0,000324137
smpcs;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
rosin;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
measl;1,74E-06;3,83E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
stock;1,74E-06;0,000156801;0,000114456;1,32E-05;3,37E-05;4,44E-06;4,10E-06
nmdar;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000173061;4,10E-06
nonit;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
cheer;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
trull;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
trend;0,000144734;0,000212552;0,000343369;0,000622032;3,37E-05;3,99E-05;1,23E-05
laugh;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
laird;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
stood;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
haraz;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
cooil;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
stein;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
equat;0,000123809;5,23E-05;1,81E-05;0,001956092;3,37E-05;2,22E-05;4,10E-06
satna;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
stark;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
dummi;5,23E-06;1,05E-05;6,02E-06;1,85E-05;3,37E-05;4,44E-06;4,10E-06
micel;1,74E-06;3,48E-06;1,81E-05;7,94E-06;3,37E-05;1,33E-05;2,05E-05
starv;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
shoot;2,96E-05;3,48E-06;4,22E-05;0,000145582;3,37E-05;1,33E-05;4,10E-06
merci;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
reliv;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
delay;0,000120321;0,000331024;3,01E-05;8,21E-05;3,37E-05;0,000128686;0,000184635
nsaid;1,74E-06;0,000567968;6,02E-06;2,65E-06;3,37E-05;2,22E-05;4,10E-06
nyhan;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
algal;1,74E-06;3,48E-06;0,000210841;6,09E-05;3,37E-05;2,22E-05;1,23E-05
circa;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
rlcmv;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;6,15E-05
radit;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
lewin;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
nutan;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
grain;5,23E-06;1,05E-05;0,000102408;0,000791437;3,37E-05;5,77E-05;4,10E-06
montr;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
domin;0,000702747;0,000198615;0,00058433;0,000373219;0,000101044;4,88E-05;5,33E-05
proof;8,72E-06;1,05E-05;6,02E-06;2,38E-05;3,37E-05;4,44E-06;8,62E-05
isddh;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
nicra;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
igegi;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
derog;1,92E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
offic;9,59E-05;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
scowl;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
mitot;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;0,000102575
korna;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
radau;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
trobe;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
zener;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
seven;0,000162172;0,000310117;0,000331321;0,000187933;3,37E-05;0,000164186;2,87E-05
evinc;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
youth;0,000503955;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
uprai;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
effet;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
crowd;6,10E-05;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
yampi;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
exact;3,66E-05;0,000121956;6,02E-06;4,50E-05;3,37E-05;4,88E-05;5,33E-05
lover;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
betel;2,27E-05;8,71E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
viral;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;8,43E-05;0,000841115
endem;1,74E-06;4,53E-05;9,04E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
siffm;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
emiss;1,74E-06;0,000121956;0,001114444;0,000119113;3,37E-05;0,00029731;4,10E-06
treed;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
mcsbs;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
mckye;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
turra;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
build;0,00017961;2,44E-05;6,02E-06;0,000161464;3,37E-05;1,33E-05;4,10E-06
woman;6,45E-05;0,000121956;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
salar;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
bulki;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
shadi;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
aerat;1,74E-06;3,48E-06;6,63E-05;8,21E-05;3,37E-05;4,44E-06;4,10E-06
intel;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
realm;1,92E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
retir;1,22E-05;7,32E-05;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
gavag;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
pexrd;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
anion;1,74E-06;3,48E-06;0,000198793;2,91E-05;3,37E-05;6,66E-05;1,23E-05
brigg;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
luang;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
uygur;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
guilt;0,000123809;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
vanad;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
straw;1,74E-06;3,48E-06;0,000138553;5,03E-05;3,37E-05;4,44E-06;4,10E-06
jarso;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
donor;8,89E-05;3,83E-05;0,000102408;2,65E-06;3,37E-05;0,000119811;0,000447227
usabl;3,31E-05;3,48E-06;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
turin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
older;0,000493492;0,000400714;6,02E-06;2,65E-06;3,37E-05;5,77E-05;1,23E-05
agalz;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
recon;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000102062;4,51E-05
surmi;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
regal;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
hilli;1,74E-06;3,48E-06;7,83E-05;2,38E-05;3,37E-05;4,44E-06;4,10E-06
angri;0,000120321;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
illeg;1,22E-05;3,48E-06;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
sperm;1,74E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;4,88E-05;0,000160017
water;1,74E-06;3,48E-06;0,028234599;0,009240486;3,37E-05;0,000341685;4,10E-06
smith;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
comex;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
width;1,22E-05;1,74E-05;6,02E-06;0,000696147;3,37E-05;4,44E-06;1,23E-05
bumup;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
apnea;1,74E-06;0,000108018;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
anywh;5,23E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
xylen;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;6,66E-05;4,10E-06
celli;5,23E-06;4,53E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
valus;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
ablat;1,74E-06;1,74E-05;6,02E-06;5,56E-05;3,37E-05;1,33E-05;0,000192841
matic;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
phage;1,74E-06;3,48E-06;0,000174697;2,65E-06;3,37E-05;4,88E-05;2,87E-05
groin;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
apoyo;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
macer;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
nigro;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
facit;1,74E-06;3,83E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
excav;1,74E-06;1,05E-05;6,02E-06;0,000134994;3,37E-05;4,44E-06;4,10E-06
sinus;1,74E-06;0,000170739;6,02E-06;2,65E-06;3,37E-05;4,44E-06;6,15E-05
oleaf;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
lobat;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
zubud;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
meant;2,62E-05;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
greec;8,72E-06;3,83E-05;4,22E-05;1,32E-05;3,37E-05;4,44E-06;4,10E-06
sugar;5,23E-06;3,48E-06;0,000150601;2,65E-06;3,37E-05;0,000208561;1,23E-05
levit;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
bipha;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;7,54E-05;1,23E-05
cripp;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
cilia;1,74E-06;3,48E-06;6,02E-06;6,09E-05;3,37E-05;4,44E-06;0,000118987
vomit;1,74E-06;9,41E-05;6,02E-06;2,65E-06;3,37E-05;2,22E-05;4,10E-06
inaud;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
cauda;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
stoma;1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
crime;0,000183098;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
milli;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
rainf;1,74E-06;3,48E-06;6,02E-06;0,000214403;3,37E-05;4,44E-06;4,10E-06
scrub;1,74E-06;3,48E-06;6,02E-06;1,32E-05;3,37E-05;3,99E-05;4,10E-06
trace;3,31E-05;3,48E-06;0,000451802;3,97E-05;0,000101044;0,000119811;2,87E-05
korea;3,66E-05;1,74E-05;1,81E-05;6,62E-05;3,37E-05;4,44E-06;4,10E-06
humic;1,74E-06;3,48E-06;7,83E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
arinc;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
fifth;5,75E-05;4,53E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
event;0,000441179;0,000756129;0,000114456;0,000669677;3,37E-05;6,66E-05;0,000627759
multi;8,54E-05;0,000135894;5,42E-05;0,000193227;3,37E-05;8,43E-05;0,000201047
plead;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
humid;1,74E-06;2,44E-05;0,000210841;0,000219696;3,37E-05;4,44E-06;4,10E-06
polio;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;9,44E-05
basmi;1,74E-06;0,000114987;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
intra;4,71E-05;0,000108018;3,01E-05;2,38E-05;3,37E-05;0,000190811;6,98E-05
incid;0,000141247;0,000721285;0,000210841;6,62E-05;3,37E-05;7,54E-05;0,000110781
groel;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
annot;2,96E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;2,22E-05;0,000209253
https;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
breve;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
nasti;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
petti;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
retic;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
tcipp;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
dosag;5,23E-06;0,000184677;0,000174697;7,94E-06;3,37E-05;0,00026181;4,10E-06
brute;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
voxel;4,01E-05;3,14E-05;6,02E-06;6,62E-05;3,37E-05;8,43E-05;4,10E-06
enclo;1,74E-06;3,48E-06;4,22E-05;2,38E-05;3,37E-05;4,44E-06;1,23E-05
screw;1,74E-06;0,000449496;6,02E-06;9,26E-05;3,37E-05;4,44E-06;4,10E-06
resiz;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
gamer;2,96E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
lacto;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;2,22E-05;1,23E-05
three;0,001501402;0,001097607;0,001222877;0,002120203;0,000101044;0,001238052;0,000512875
ignit;1,74E-06;1,05E-05;3,01E-05;6,09E-05;3,37E-05;4,44E-06;1,23E-05
wafer;1,74E-06;1,74E-05;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
synga;1,74E-06;3,48E-06;0,000174697;2,65E-06;3,37E-05;4,44E-06;4,10E-06
plane;1,74E-06;3,83E-05;6,02E-06;0,000457922;3,37E-05;4,44E-06;2,05E-05
trill;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
attun;4,71E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
