words;T1;T2;T3;T4;T5;T6;T7
uprai;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
effet;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
crowd;6,64E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
icdar;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
yampi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
casmi;1,22E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
exact;5,01E-05;1,99E-05;1,58E-05;7,59E-05;1,79E-05;5,97E-05;7,80E-06
lover;1,76E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
uhvdc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
essca;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
betel;6,77E-06;6,62E-06;1,58E-05;6,50E-06;8,93E-05;1,99E-05;0,000210689
viral;6,77E-06;4,64E-05;1,58E-05;0,000465968;1,79E-05;1,99E-05;7,80E-06
lavag;1,35E-06;3,31E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
endem;4,06E-06;6,62E-06;7,91E-05;4,55E-05;1,79E-05;1,99E-05;7,80E-06
siffm;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
emiss;6,77E-06;4,64E-05;1,58E-05;0,000171216;1,79E-05;1,99E-05;5,46E-05
treed;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
mound;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mcsbs;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mckye;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
turra;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
toppl;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
build;0,000204591;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
woman;7,18E-05;6,62E-06;7,91E-05;3,68E-05;1,79E-05;1,99E-05;7,80E-06
salar;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
bulki;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
shadi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
clove;1,35E-06;4,64E-05;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
aerat;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
intel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
borat;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;2,34E-05
realm;1,49E-05;6,62E-06;1,58E-05;1,08E-05;5,36E-05;1,99E-05;7,80E-06
cinca;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
retir;4,20E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
semen;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
gavag;1,35E-06;7,28E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pexrd;1,35E-06;6,62E-06;1,58E-05;2,38E-05;1,79E-05;1,99E-05;7,80E-06
anion;1,35E-06;8,61E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000195082
brigg;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
luang;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
crook;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
uygur;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
guilt;9,62E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
vanad;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
straw;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000101443
leger;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
jarso;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
donor;7,45E-05;3,31E-05;0,000142416;0,000266577;1,79E-05;1,99E-05;0,000195082
usabl;4,47E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
turin;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
older;0,000546027;6,62E-06;1,58E-05;4,12E-05;1,79E-05;9,96E-05;7,80E-06
agalz;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
recon;1,35E-06;5,96E-05;1,58E-05;4,12E-05;1,79E-05;1,99E-05;5,46E-05
befal;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
surmi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
mbaam;9,48E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
regal;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hilli;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fesem;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
angri;9,35E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
illeg;6,77E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sperm;1,35E-06;6,62E-06;1,58E-05;9,75E-05;0,000160717;1,99E-05;7,80E-06
water;1,35E-06;0,000430472;4,75E-05;2,17E-06;1,79E-05;1,99E-05;0,000647673
smith;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
comex;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
width;4,06E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
fluke;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
sickl;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
bumup;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
apnea;1,35E-06;6,62E-06;1,58E-05;2,38E-05;1,79E-05;1,99E-05;7,80E-06
costa;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
anywh;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
corel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
xylen;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000132656
cupid;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
celli;2,03E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rrtis;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
valus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ablat;1,35E-06;1,99E-05;1,58E-05;9,75E-05;8,93E-05;1,99E-05;0,000101443
matic;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
phage;1,35E-06;6,62E-06;1,58E-05;9,75E-05;1,79E-05;1,99E-05;7,80E-06
groin;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
apoyo;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
vcsel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
macer;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
nigro;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
facit;1,35E-06;6,62E-06;1,58E-05;2,38E-05;1,79E-05;1,99E-05;7,80E-06
rpbbs;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
excav;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;5,97E-05;7,80E-06
sgacc;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sinus;1,22E-05;6,62E-06;0,000142416;5,85E-05;0,000303577;1,99E-05;2,34E-05
oleaf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lobat;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
zubud;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
meant;2,03E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
greec;1,76E-05;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
sugar;4,06E-06;0,000231793;1,58E-05;1,95E-05;5,36E-05;1,99E-05;0,000226296
levit;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
isccp;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;0,000139401;7,80E-06
bacal;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
bipha;1,35E-06;1,99E-05;1,58E-05;1,08E-05;5,36E-05;1,99E-05;7,02E-05
cripp;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
cilia;1,35E-06;6,62E-06;1,58E-05;5,85E-05;0,000446437;1,99E-05;7,80E-06
fpiap;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
vomit;1,76E-05;3,31E-05;1,58E-05;3,25E-05;1,79E-05;1,99E-05;7,80E-06
lonom;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;0,000179229;7,80E-06
inaud;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
cauda;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
boyer;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
odiel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,02E-05
stoma;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
crime;0,000142265;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
rayan;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
milli;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rainf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
scrub;1,35E-06;6,62E-06;1,58E-05;2,17E-06;0,000160717;9,96E-05;7,80E-06
trace;2,57E-05;0,000112585;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000288722
korea;3,66E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
humic;1,35E-06;4,64E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
arinc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;8,58E-05
fifth;5,28E-05;1,99E-05;7,91E-05;6,50E-06;1,79E-05;5,97E-05;7,80E-06
event;0,000470152;1,99E-05;1,58E-05;0,000630682;1,79E-05;1,99E-05;7,80E-06
multi;0,000101618;6,62E-06;1,58E-05;0,000210227;1,79E-05;1,99E-05;3,90E-05
plead;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
humid;1,22E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
polio;2,85E-05;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
basmi;1,35E-06;6,62E-06;1,58E-05;7,15E-05;1,79E-05;1,99E-05;7,80E-06
intra;5,83E-05;0,000271529;1,58E-05;6,72E-05;0,000125002;1,99E-05;3,90E-05
incid;0,000253367;3,31E-05;1,58E-05;0,000292585;1,79E-05;1,99E-05;7,80E-06
olymp;9,48E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
baker;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
groel;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
argus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
annot;6,10E-05;1,99E-05;1,58E-05;0,000114867;1,79E-05;1,99E-05;7,80E-06
https;4,06E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
rwhss;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
breve;1,35E-06;6,62E-06;1,58E-05;2,17E-06;0,000196432;1,99E-05;7,80E-06
acycl;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
synrm;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
chlef;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nasti;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
petti;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
retic;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tcipp;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
hypha;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
dosag;2,03E-05;7,28E-05;1,58E-05;0,000110532;1,79E-05;1,99E-05;0,000491608
maggo;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,02E-05
brute;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
voxel;4,20E-05;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
enclo;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;2,34E-05
screw;1,35E-06;6,62E-06;0,002642614;2,17E-06;1,79E-05;1,99E-05;7,80E-06
resiz;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
scrim;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
gamer;2,57E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lacto;1,35E-06;4,64E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
three;0,001478202;0,000258283;0,000110768;0,000851746;1,79E-05;1,99E-05;0,000725706
ignit;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
wafer;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
synga;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;0,000210689
beavr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
plane;4,06E-06;6,62E-06;0,000205712;3,68E-05;1,79E-05;1,99E-05;7,80E-06
trill;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
attun;3,66E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
enjoy;0,000117877;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
veget;1,35E-06;9,93E-05;4,75E-05;2,17E-06;1,79E-05;1,99E-05;0,000288722
tulan;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
ruder;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
venus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
johor;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
board;3,66E-05;6,62E-06;4,75E-05;2,17E-06;5,36E-05;5,97E-05;7,80E-06
triol;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
modus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
kappa;1,49E-05;0,000271529;1,58E-05;0,000149543;1,79E-05;1,99E-05;2,34E-05
flyer;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
unten;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
scant;1,22E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pyrin;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
fluid;1,35E-06;4,64E-05;4,75E-05;0,000253573;1,79E-05;1,99E-05;7,80E-06
horus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pyren;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000117049
chick;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
crest;1,35E-06;6,62E-06;0,000142416;6,50E-06;1,79E-05;5,97E-05;7,80E-06
surah;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
cacao;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000101443
hazan;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
danva;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
shape;0,000285885;5,96E-05;4,75E-05;8,45E-05;8,93E-05;1,99E-05;7,80E-06
quota;1,76E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
upper;8,54E-05;6,62E-06;0,000110768;9,32E-05;1,79E-05;1,99E-05;7,80E-06
photo;7,18E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mungo;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;9,96E-05;7,80E-06
livni;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
purpl;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
diari;4,47E-05;1,99E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;3,90E-05
willi;4,06E-06;1,99E-05;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
slump;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
malar;1,35E-06;6,62E-06;7,91E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
indic;0,001879254;0,001728511;1,58E-05;0,001328551;8,93E-05;1,99E-05;0,001365577
gleim;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
triad;1,76E-05;1,99E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;2,34E-05
embol;1,35E-06;6,62E-06;1,58E-05;4,55E-05;5,36E-05;0,001812208;7,80E-06
cobra;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
chute;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
phone;0,000196461;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
radic;4,74E-05;0,000351;1,58E-05;1,52E-05;1,79E-05;1,99E-05;0,000429181
megac;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
annam;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
irpmu;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
shahu;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
reali;4,06E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;5,46E-05
sadea;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hamak;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
hoard;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dogpr;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
guest;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
freez;1,35E-06;6,62E-06;4,75E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
pizza;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hound;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
eluvi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
rppdi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
trunk;1,35E-06;6,62E-06;4,75E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
seopw;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
navon;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ttntv;1,35E-06;6,62E-06;1,58E-05;4,98E-05;1,79E-05;1,99E-05;7,80E-06
logop;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
slant;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
spree;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
texel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
ariak;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
oxidi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;8,58E-05
elavl;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
binar;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
gojal;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;0,000219058;7,80E-06
areal;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
mndwi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
seren;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rutil;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
annoy;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hwang;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;5,97E-05;7,80E-06
chara;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mason;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
blanc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
smolt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
zhang;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lvttl;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
maria;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
chott;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
swale;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lager;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;0,000338544;7,80E-06
cloud;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
stasi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
weird;4,06E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
denoi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
spool;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sleep;0,000673388;4,64E-05;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
titer;1,35E-06;7,28E-05;1,58E-05;3,25E-05;1,79E-05;1,99E-05;7,80E-06
tmcbm;1,35E-06;4,64E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
delic;4,06E-06;6,62E-06;1,58E-05;2,82E-05;1,79E-05;1,99E-05;7,80E-06
eiter;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
ainsi;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lindl;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
empti;1,49E-05;1,99E-05;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mlali;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ossif;1,35E-06;6,62E-06;0,000142416;5,42E-05;5,36E-05;1,99E-05;7,80E-06
rdson;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
evora;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
berta;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
